sample_id,eco_id,eco_name,class,tile,source_gpkg
104,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
105,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
106,1,E1_Puna_seca_andina,25,CHILE-SG-19-X-A,E1_Puna_seca_andina.gpkg
107,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
108,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
109,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
110,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
111,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
112,1,E1_Puna_seca_andina,25,CHILE-SG-19-Z-A,E1_Puna_seca_andina.gpkg
113,1,E1_Puna_seca_andina,25,CHILE-SG-19-X-A,E1_Puna_seca_andina.gpkg
114,1,E1_Puna_seca_andina,25,CHILE-SG-19-X-C,E1_Puna_seca_andina.gpkg
115,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
116,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
117,1,E1_Puna_seca_andina,25,CHILE-SG-19-X-A,E1_Puna_seca_andina.gpkg
118,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
119,1,E1_Puna_seca_andina,25,CHILE-SG-19-Z-A,E1_Puna_seca_andina.gpkg
120,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
121,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-D,E1_Puna_seca_andina.gpkg
122,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
123,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
124,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-D,E1_Puna_seca_andina.gpkg
125,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
126,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-D,E1_Puna_seca_andina.gpkg
127,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
128,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
129,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
130,1,E1_Puna_seca_andina,25,CHILE-SG-19-X-A,E1_Puna_seca_andina.gpkg
131,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
132,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
133,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
134,1,E1_Puna_seca_andina,25,CHILE-SE-19-V-D,E1_Puna_seca_andina.gpkg
135,1,E1_Puna_seca_andina,25,CHILE-SG-19-X-A,E1_Puna_seca_andina.gpkg
136,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
137,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
138,1,E1_Puna_seca_andina,25,CHILE-SE-19-V-D,E1_Puna_seca_andina.gpkg
139,1,E1_Puna_seca_andina,25,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
140,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
141,1,E1_Puna_seca_andina,25,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
142,1,E1_Puna_seca_andina,25,CHILE-SF-19-Z-D,E1_Puna_seca_andina.gpkg
143,1,E1_Puna_seca_andina,29,CHILE-SE-19-Z-C,E1_Puna_seca_andina.gpkg
144,1,E1_Puna_seca_andina,29,CHILE-SE-19-Y-D,E1_Puna_seca_andina.gpkg
145,1,E1_Puna_seca_andina,29,CHILE-SG-19-X-C,E1_Puna_seca_andina.gpkg
146,1,E1_Puna_seca_andina,29,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
147,1,E1_Puna_seca_andina,29,CHILE-SG-19-Y-B,E1_Puna_seca_andina.gpkg
148,1,E1_Puna_seca_andina,29,CHILE-SE-19-V-D,E1_Puna_seca_andina.gpkg
149,1,E1_Puna_seca_andina,29,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
150,1,E1_Puna_seca_andina,29,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
151,1,E1_Puna_seca_andina,29,CHILE-SG-19-Y-B,E1_Puna_seca_andina.gpkg
152,1,E1_Puna_seca_andina,29,CHILE-SG-19-X-C,E1_Puna_seca_andina.gpkg
153,1,E1_Puna_seca_andina,29,CHILE-SE-19-Z-C,E1_Puna_seca_andina.gpkg
154,1,E1_Puna_seca_andina,29,CHILE-SG-19-X-C,E1_Puna_seca_andina.gpkg
155,1,E1_Puna_seca_andina,29,CHILE-SE-19-V-D,E1_Puna_seca_andina.gpkg
156,1,E1_Puna_seca_andina,29,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
157,1,E1_Puna_seca_andina,29,CHILE-SG-19-X-C,E1_Puna_seca_andina.gpkg
158,1,E1_Puna_seca_andina,29,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
159,1,E1_Puna_seca_andina,29,CHILE-SG-19-Y-B,E1_Puna_seca_andina.gpkg
160,1,E1_Puna_seca_andina,29,CHILE-SG-19-V-D,E1_Puna_seca_andina.gpkg
161,1,E1_Puna_seca_andina,29,CHILE-SG-19-X-C,E1_Puna_seca_andina.gpkg
162,1,E1_Puna_seca_andina,29,CHILE-SE-19-V-D,E1_Puna_seca_andina.gpkg
163,1,E1_Puna_seca_andina,29,CHILE-SG-19-V-D,E1_Puna_seca_andina.gpkg
164,1,E1_Puna_seca_andina,29,CHILE-SG-19-V-D,E1_Puna_seca_andina.gpkg
165,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
166,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
167,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
168,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
169,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
170,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
171,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
172,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
173,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
174,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
175,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
176,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
177,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
178,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
179,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
180,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
181,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
182,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
183,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
184,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
185,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
186,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
187,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
188,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
189,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
190,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
191,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
192,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
193,1,E1_Puna_seca_andina,59,CHILE-SF-19-Z-A,E1_Puna_seca_andina.gpkg
194,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
195,1,E1_Puna_seca_andina,61,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
196,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
197,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
198,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
199,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
200,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
201,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
202,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
203,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
204,1,E1_Puna_seca_andina,61,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
205,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
206,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
207,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
208,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
209,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
210,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
211,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
212,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
213,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
214,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
215,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
216,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
217,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
218,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
219,1,E1_Puna_seca_andina,61,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
220,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
221,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
222,1,E1_Puna_seca_andina,61,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
223,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
224,1,E1_Puna_seca_andina,61,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
225,1,E1_Puna_seca_andina,61,CHILE-SF-19-Z-C,E1_Puna_seca_andina.gpkg
226,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
227,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-D,E1_Puna_seca_andina.gpkg
228,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-D,E1_Puna_seca_andina.gpkg
229,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
230,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
231,1,E1_Puna_seca_andina,63,CHILE-SE-19-Z-C,E1_Puna_seca_andina.gpkg
232,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
233,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
234,1,E1_Puna_seca_andina,63,CHILE-SE-19-Z-C,E1_Puna_seca_andina.gpkg
235,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
236,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
237,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
238,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
239,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
240,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
241,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
242,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
243,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
244,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
245,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
246,1,E1_Puna_seca_andina,63,CHILE-SF-19-Z-B,E1_Puna_seca_andina.gpkg
247,1,E1_Puna_seca_andina,63,CHILE-SE-19-Z-C,E1_Puna_seca_andina.gpkg
248,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
249,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
250,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
251,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-D,E1_Puna_seca_andina.gpkg
252,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
253,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
254,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
255,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
256,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
257,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
258,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
259,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-A,E1_Puna_seca_andina.gpkg
260,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
261,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
262,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
263,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
264,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
265,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
266,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
267,1,E1_Puna_seca_andina,63,CHILE-SE-19-Y-B,E1_Puna_seca_andina.gpkg
268,1,E1_Puna_seca_andina,63,CHILE-SF-19-X-C,E1_Puna_seca_andina.gpkg
